mark_id,student_id,subject_id,marks_obtained,total_marks
415,83,30,73,100
416,84,11,37,100
417,84,12,63,100
418,84,13,56,100
419,84,14,39,100
420,84,15,75,100
421,85,6,43,100
422,85,7,38,100
423,85,8,90,100
424,85,9,41,100
425,85,10,86,100
426,86,51,21,100
427,86,52,33,100
428,86,53,92,100
429,86,54,60,100
430,86,55,52,100
431,87,11,46,100
432,87,12,100,100
433,87,13,63,100
434,87,14,50,100
435,87,15,37,100
436,88,51,73,100
437,88,52,26,100
438,88,53,67,100
439,88,54,92,100
440,88,55,28,100
441,89,6,48,100
442,89,7,50,100
443,89,8,63,100
444,89,9,21,100
445,89,10,55,100
446,90,1,32,100
447,90,2,20,100
448,90,3,98,100
449,90,4,93,100
450,90,5,20,100
451,91,41,59,100
452,91,42,72,100
453,91,43,96,100
454,91,44,62,100
455,91,45,77,100
456,92,26,87,100
457,92,27,80,100
458,92,28,34,100
459,92,29,71,100
460,92,30,21,100
461,93,36,81,100
462,93,37,27,100
463,93,38,57,100
464,93,39,49,100
465,93,40,55,100
466,94,11,82,100
467,94,12,94,100
468,94,13,78,100
469,94,14,38,100
470,94,15,95,100
471,95,26,45,100
472,95,27,54,100
473,95,28,64,100
474,95,29,76,100
475,95,30,77,100
476,96,6,45,100
477,96,7,70,100
478,96,8,100,100
479,96,9,73,100
480,96,10,82,100
481,97,6,86,100
482,97,7,60,100
483,97,8,70,100
484,97,9,26,100
485,97,10,67,100
486,98,31,95,100
487,98,32,20,100
488,98,33,59,100
489,98,34,31,100
490,98,35,51,100
491,99,26,21,100
492,99,27,70,100
493,99,28,21,100
494,99,29,76,100
495,99,30,59,100
496,100,26,98,100
497,100,27,36,100
498,100,28,94,100
499,100,29,84,100
500,100,30,35,100
501,101,36,97,100
502,101,37,89,100
503,101,38,57,100
504,101,39,40,100
505,101,40,83,100
506,102,16,99,100
507,102,17,48,100
508,102,18,28,100
509,102,19,78,100
510,102,20,75,100
511,103,16,26,100
512,103,17,52,100
513,103,18,74,100
514,103,19,33,100
515,103,20,55,100
516,104,41,91,100
517,104,42,69,100
518,104,43,26,100
519,104,44,42,100
520,104,45,76,100
521,105,1,85,100
522,105,2,71,100
523,105,3,60,100
524,105,4,94,100
525,105,5,47,100
526,106,6,30,100
527,106,7,45,100
528,106,8,25,100
529,106,9,40,100
530,106,10,49,100
531,107,51,25,100
532,107,52,82,100
533,107,53,20,100
534,107,54,89,100
535,107,55,88,100
536,108,31,24,100
537,108,32,92,100
538,108,33,32,100
539,108,34,90,100
540,108,35,89,100
541,109,56,46,100
542,109,57,25,100
543,109,58,39,100
544,109,59,37,100
545,109,60,99,100
546,110,51,41,100
547,110,52,87,100
548,110,53,94,100
549,110,54,26,100
550,110,55,69,100
551,111,41,66,100
552,111,42,63,100
553,111,43,44,100
554,111,44,49,100
555,111,45,54,100
556,112,31,48,100
557,112,32,73,100
558,112,33,62,100
559,112,34,32,100
560,112,35,30,100
561,113,56,69,100
562,113,57,38,100
563,113,58,64,100
564,113,59,40,100
565,113,60,55,100
566,114,31,97,100
567,114,32,84,100
568,114,33,50,100
569,114,34,89,100
570,114,35,85,100
571,115,46,22,100
572,115,47,91,100
573,115,48,86,100
574,115,49,35,100
575,115,50,75,100
576,116,1,92,100
577,116,2,68,100
578,116,3,20,100
579,116,4,28,100
580,116,5,64,100
581,117,46,84,100
582,117,47,30,100
583,117,48,94,100
584,117,49,37,100
585,117,50,52,100
586,118,16,69,100
587,118,17,42,100
588,118,18,34,100
589,118,19,62,100
590,118,20,31,100
591,119,26,88,100
592,119,27,52,100
593,119,28,22,100
594,119,29,25,100
595,119,30,24,100
596,120,26,74,100
597,120,27,30,100
598,120,28,41,100
599,120,29,54,100
600,120,30,96,100
601,121,31,100,100
602,121,32,64,100
603,121,33,45,100
604,121,34,74,100
605,121,35,63,100
606,122,6,56,100
607,122,7,41,100
608,122,8,75,100
609,122,9,60,100
610,122,10,50,100
611,123,56,57,100
612,123,57,36,100
613,123,58,90,100
614,123,59,33,100
615,123,60,82,100
616,124,16,56,100
617,124,17,32,100
618,124,18,29,100
619,124,19,20,100
620,124,20,77,100
621,125,36,86,100
622,125,37,47,100
623,125,38,59,100
624,125,39,23,100
625,125,40,70,100
626,126,21,83,100
627,126,22,26,100
628,126,23,59,100
629,126,24,65,100
630,126,25,63,100
631,127,11,83,100
632,127,12,48,100
633,127,13,93,100
634,127,14,77,100
635,127,15,68,100
636,128,16,77,100
637,128,17,91,100
638,128,18,61,100
639,128,19,36,100
640,128,20,88,100
641,129,11,23,100
642,129,12,54,100
643,129,13,21,100
644,129,14,98,100
645,129,15,75,100
646,130,1,56,100
647,130,2,73,100
648,130,3,74,100
649,130,4,93,100
650,130,5,86,100
651,131,56,87,100
652,131,57,64,100
653,131,58,71,100
654,131,59,41,100
655,131,60,63,100
656,132,51,62,100
657,132,52,66,100
658,132,53,71,100
659,132,54,70,100
660,132,55,25,100
661,133,36,24,100
662,133,37,79,100
663,133,38,66,100
664,133,39,28,100
665,133,40,49,100
666,134,41,78,100
667,134,42,26,100
668,134,43,56,100
669,134,44,83,100
670,134,45,93,100
671,135,31,45,100
672,135,32,91,100
673,135,33,23,100
674,135,34,93,100
675,135,35,85,100
676,136,26,88,100
677,136,27,50,100
678,136,28,27,100
679,136,29,87,100
680,136,30,53,100
681,137,6,43,100
682,137,7,63,100
683,137,8,80,100
684,137,9,42,100
685,137,10,76,100
686,138,26,46,100
687,138,27,85,100
688,138,28,95,100
689,138,29,26,100
690,138,30,86,100
691,139,26,40,100
692,139,27,81,100
693,139,28,68,100
694,139,29,76,100
695,139,30,43,100
696,140,11,72,100
697,140,12,84,100
698,140,13,97,100
699,140,14,94,100
700,140,15,66,100
701,141,21,22,100
702,141,22,81,100
703,141,23,92,100
704,141,24,69,100
705,141,25,96,100
706,142,21,93,100
707,142,22,36,100
708,142,23,84,100
709,142,24,50,100
710,142,25,20,100
711,143,26,76,100
712,143,27,58,100
713,143,28,88,100
714,143,29,91,100
715,143,30,70,100
716,144,16,93,100
717,144,17,56,100
718,144,18,83,100
719,144,19,67,100
720,144,20,35,100
721,145,46,56,100
722,145,47,48,100
723,145,48,40,100
724,145,49,60,100
725,145,50,84,100
726,146,11,81,100
727,146,12,31,100
728,146,13,97,100
729,146,14,44,100
730,146,15,97,100
731,147,36,83,100
732,147,37,63,100
733,147,38,78,100
734,147,39,39,100
735,147,40,32,100
736,148,46,28,100
737,148,47,44,100
738,148,48,27,100
739,148,49,25,100
740,148,50,35,100
741,149,51,70,100
742,149,52,73,100
743,149,53,98,100
744,149,54,60,100
745,149,55,55,100
746,150,41,73,100
747,150,42,84,100
748,150,43,55,100
749,150,44,61,100
750,150,45,35,100
751,151,6,80,100
752,151,7,50,100
753,151,8,47,100
754,151,9,22,100
755,151,10,98,100
756,152,36,87,100
757,152,37,61,100
758,152,38,37,100
759,152,39,23,100
760,152,40,62,100
761,153,41,29,100
762,153,42,80,100
763,153,43,65,100
764,153,44,88,100
765,153,45,94,100
766,154,26,53,100
767,154,27,99,100
768,154,28,42,100
769,154,29,100,100
770,154,30,48,100
771,155,6,49,100
772,155,7,20,100
773,155,8,98,100
774,155,9,61,100
775,155,10,39,100
776,156,21,35,100
777,156,22,69,100
778,156,23,51,100
779,156,24,78,100
780,156,25,81,100
781,157,46,100,100
782,157,47,63,100
783,157,48,27,100
784,157,49,74,100
785,157,50,69,100
786,158,31,57,100
787,158,32,96,100
788,158,33,61,100
789,158,34,92,100
790,158,35,66,100
791,159,41,26,100
792,159,42,98,100
793,159,43,94,100
794,159,44,28,100
795,159,45,59,100
796,160,56,78,100
797,160,57,87,100
798,160,58,27,100
799,160,59,83,100
800,160,60,60,100
801,161,46,95,100
802,161,47,100,100
803,161,48,49,100
804,161,49,80,100
805,161,50,45,100
806,162,36,25,100
807,162,37,81,100
808,162,38,95,100
809,162,39,41,100
810,162,40,31,100
811,163,21,39,100
812,163,22,34,100
813,163,23,69,100
814,163,24,48,100
815,163,25,37,100
816,164,31,33,100
817,164,32,76,100
818,164,33,63,100
819,164,34,61,100
820,164,35,44,100
821,165,26,22,100
822,165,27,68,100
823,165,28,48,100
824,165,29,47,100
825,165,30,35,100
826,166,36,27,100
827,166,37,49,100
828,166,38,72,100
829,166,39,39,100
830,166,40,63,100
831,167,31,21,100
832,167,32,64,100
833,167,33,88,100
834,167,34,76,100
835,167,35,20,100
836,168,1,97,100
837,168,2,45,100
838,168,3,43,100
839,168,4,38,100
840,168,5,74,100
841,169,41,53,100
842,169,42,55,100
843,169,43,97,100
844,169,44,47,100
845,169,45,38,100
846,170,56,37,100
847,170,57,37,100
848,170,58,63,100
849,170,59,54,100
850,170,60,62,100
851,171,41,20,100
852,171,42,81,100
853,171,43,87,100
854,171,44,53,100
855,171,45,72,100
856,172,46,72,100
857,172,47,81,100
858,172,48,23,100
859,172,49,54,100
860,172,50,67,100
861,173,26,80,100
862,173,27,59,100
863,173,28,96,100
864,173,29,71,100
865,173,30,27,100
866,174,56,69,100
867,174,57,30,100
868,174,58,95,100
869,174,59,80,100
870,174,60,96,100
871,175,31,88,100
872,175,32,35,100
873,175,33,84,100
874,175,34,49,100
875,175,35,97,100
876,176,56,94,100
877,176,57,31,100
878,176,58,70,100
879,176,59,31,100
880,176,60,52,100
881,177,51,71,100
882,177,52,24,100
883,177,53,28,100
884,177,54,89,100
885,177,55,48,100
886,178,11,69,100
887,178,12,66,100
888,178,13,59,100
889,178,14,27,100
890,178,15,72,100
891,179,16,90,100
892,179,17,49,100
893,179,18,57,100
894,179,19,76,100
895,179,20,36,100
896,180,41,36,100
897,180,42,84,100
898,180,43,76,100
899,180,44,55,100
900,180,45,42,100
901,181,6,69,100
902,181,7,23,100
903,181,8,94,100
904,181,9,73,100
905,181,10,85,100
906,182,36,67,100
907,182,37,83,100
908,182,38,93,100
909,182,39,89,100
910,182,40,87,100
911,183,16,65,100
912,183,17,43,100
913,183,18,67,100
914,183,19,84,100
915,183,20,37,100
916,184,31,44,100
917,184,32,34,100
918,184,33,87,100
919,184,34,76,100
920,184,35,82,100
921,185,16,29,100
922,185,17,70,100
923,185,18,100,100
924,185,19,32,100
925,185,20,23,100
926,186,31,42,100
927,186,32,38,100
928,186,33,37,100
929,186,34,72,100
930,186,35,74,100
931,187,16,33,100
932,187,17,99,100
933,187,18,83,100
934,187,19,91,100
935,187,20,65,100
936,188,51,94,100
937,188,52,64,100
938,188,53,85,100
939,188,54,87,100
940,188,55,25,100
941,189,36,66,100
942,189,37,40,100
943,189,38,66,100
944,189,39,97,100
945,189,40,34,100
946,190,16,82,100
947,190,17,79,100
948,190,18,51,100
949,190,19,26,100
950,190,20,100,100
951,191,26,76,100
952,191,27,77,100
953,191,28,62,100
954,191,29,28,100
955,191,30,55,100
956,192,11,42,100
957,192,12,30,100
958,192,13,24,100
959,192,14,34,100
960,192,15,64,100
961,193,26,84,100
962,193,27,79,100
963,193,28,82,100
964,193,29,53,100
965,193,30,52,100
966,194,6,24,100
967,194,7,45,100
968,194,8,59,100
969,194,9,98,100
970,194,10,56,100
971,195,46,95,100
972,195,47,69,100
973,195,48,69,100
974,195,49,74,100
975,195,50,53,100
976,196,56,60,100
977,196,57,21,100
978,196,58,63,100
979,196,59,88,100
980,196,60,90,100
981,197,46,85,100
982,197,47,90,100
983,197,48,93,100
984,197,49,70,100
985,197,50,70,100
986,198,21,80,100
987,198,22,81,100
988,198,23,20,100
989,198,24,90,100
990,198,25,40,100
991,199,51,55,100
992,199,52,50,100
993,199,53,79,100
994,199,54,46,100
995,199,55,85,100
996,200,21,92,100
997,200,22,65,100
998,200,23,62,100
999,200,24,82,100
1000,200,25,36,100
1001,201,1,64,100
1002,201,2,28,100
1003,201,3,62,100
1004,201,4,67,100
1005,201,5,60,100
1006,202,6,98,100
1007,202,7,21,100
1008,202,8,32,100
1009,202,9,58,100
1010,202,10,87,100
1011,203,26,50,100
1012,203,27,82,100
1013,203,28,58,100
1014,203,29,87,100
1015,203,30,32,100
1016,204,31,58,100
1017,204,32,75,100
1018,204,33,95,100
1019,204,34,43,100
1020,204,35,86,100
1021,205,46,55,100
1022,205,47,49,100
1023,205,48,61,100
1024,205,49,28,100
1025,205,50,36,100
1026,206,31,34,100
1027,206,32,31,100
1028,206,33,47,100
1029,206,34,54,100
1030,206,35,53,100
1031,207,1,86,100
1032,207,2,20,100
1033,207,3,83,100
1034,207,4,77,100
1035,207,5,27,100
1036,208,1,85,100
1037,208,2,88,100
1038,208,3,21,100
1039,208,4,77,100
1040,208,5,56,100
1041,209,1,76,100
1042,209,2,57,100
1043,209,3,83,100
1044,209,4,24,100
1045,209,5,73,100
1046,210,1,92,100
1047,210,2,50,100
1048,210,3,72,100
1049,210,4,45,100
1050,210,5,33,100
1051,211,21,89,100
1052,211,22,46,100
1053,211,23,40,100
1054,211,24,27,100
1055,211,25,36,100
1056,212,51,95,100
1057,212,52,83,100
1058,212,53,31,100
1059,212,54,82,100
1060,212,55,43,100
1061,213,36,91,100
1062,213,37,99,100
1063,213,38,57,100
1064,213,39,28,100
1065,213,40,36,100
1066,214,26,89,100
1067,214,27,28,100
1068,214,28,69,100
1069,214,29,81,100
1070,214,30,75,100
1071,215,51,28,100
1072,215,52,65,100
1073,215,53,98,100
1074,215,54,74,100
1075,215,55,64,100
1076,216,1,57,100
1077,216,2,97,100
1078,216,3,22,100
1079,216,4,45,100
1080,216,5,65,100
1081,217,26,81,100
1082,217,27,66,100
1083,217,28,40,100
1084,217,29,41,100
1085,217,30,66,100
1086,218,11,31,100
1087,218,12,61,100
1088,218,13,66,100
1089,218,14,71,100
1090,218,15,50,100
1091,219,6,64,100
1092,219,7,23,100
1093,219,8,57,100
1094,219,9,91,100
1095,219,10,99,100
1096,220,11,94,100
1097,220,12,51,100
1098,220,13,25,100
1099,220,14,51,100
1100,220,15,56,100
1101,221,46,77,100
1102,221,47,82,100
1103,221,48,98,100
1104,221,49,95,100
1105,221,50,55,100
1106,222,11,31,100
1107,222,12,45,100
1108,222,13,58,100
1109,222,14,30,100
1110,222,15,100,100
1111,223,11,33,100
1112,223,12,38,100
1113,223,13,66,100
1114,223,14,22,100
1115,223,15,21,100
1116,224,41,27,100
1117,224,42,57,100
1118,224,43,100,100
1119,224,44,54,100
1120,224,45,43,100
1121,225,1,52,100
1122,225,2,46,100
1123,225,3,56,100
1124,225,4,55,100
1125,225,5,91,100
1126,226,6,37,100
1127,226,7,86,100
1128,226,8,54,100
1129,226,9,60,100
1130,226,10,27,100
1131,227,36,83,100
1132,227,37,21,100
1133,227,38,41,100
1134,227,39,87,100
1135,227,40,84,100
1136,228,31,97,100
1137,228,32,33,100
1138,228,33,61,100
1139,228,34,93,100
1140,228,35,61,100
1141,229,1,80,100
1142,229,2,82,100
1143,229,3,98,100
1144,229,4,57,100
1145,229,5,44,100
1146,230,16,79,100
1147,230,17,54,100
1148,230,18,41,100
1149,230,19,36,100
1150,230,20,70,100
1151,231,56,58,100
1152,231,57,69,100
1153,231,58,43,100
1154,231,59,91,100
1155,231,60,52,100
1156,232,11,34,100
1157,232,12,93,100
1158,232,13,55,100
1159,232,14,51,100
1160,232,15,74,100
1161,233,56,92,100
1162,233,57,30,100
1163,233,58,73,100
1164,233,59,52,100
1165,233,60,70,100
1166,234,46,97,100
1167,234,47,89,100
1168,234,48,48,100
1169,234,49,84,100
1170,234,50,27,100
1171,235,26,30,100
1172,235,27,26,100
1173,235,28,80,100
1174,235,29,63,100
1175,235,30,75,100
1176,236,6,30,100
1177,236,7,81,100
1178,236,8,89,100
1179,236,9,29,100
1180,236,10,28,100
1181,237,56,58,100
1182,237,57,82,100
1183,237,58,41,100
1184,237,59,88,100
1185,237,60,44,100
1186,238,41,69,100
1187,238,42,21,100
1188,238,43,41,100
1189,238,44,93,100
1190,238,45,21,100
1191,239,6,87,100
1192,239,7,51,100
1193,239,8,35,100
1194,239,9,56,100
1195,239,10,68,100
1196,240,26,33,100
1197,240,27,30,100
1198,240,28,39,100
1199,240,29,84,100
1200,240,30,20,100
1201,241,11,35,100
1202,241,12,48,100
1203,241,13,67,100
1204,241,14,59,100
1205,241,15,46,100
1206,242,46,73,100
1207,242,47,87,100
1208,242,48,55,100
1209,242,49,20,100
1210,242,50,37,100
1211,243,36,57,100
1212,243,37,86,100
1213,243,38,95,100
1214,243,39,34,100
1215,243,40,45,100
1216,244,6,47,100
1217,244,7,21,100
1218,244,8,61,100
1219,244,9,48,100
1220,244,10,87,100
1221,245,31,24,100
1222,245,32,31,100
1223,245,33,47,100
1224,245,34,99,100
1225,245,35,89,100
1226,246,21,43,100
1227,246,22,34,100
1228,246,23,96,100
1229,246,24,81,100
1230,246,25,61,100
1231,247,41,36,100
1232,247,42,60,100
1233,247,43,74,100
1234,247,44,57,100
1235,247,45,78,100
1236,248,1,93,100
1237,248,2,53,100
1238,248,3,43,100
1239,248,4,23,100
1240,248,5,36,100
1241,249,31,34,100
1242,249,32,28,100
1243,249,33,83,100
1244,249,34,82,100
1245,249,35,86,100
1246,250,1,51,100
1247,250,2,56,100
1248,250,3,99,100
1249,250,4,55,100
1250,250,5,68,100
1251,251,26,64,100
1252,251,27,91,100
1253,251,28,81,100
1254,251,29,48,100
1255,251,30,55,100
1256,252,21,98,100
1257,252,22,76,100
1258,252,23,57,100
1259,252,24,63,100
1260,252,25,85,100
1261,253,56,46,100
1262,253,57,94,100
1263,253,58,61,100
1264,253,59,97,100
1265,253,60,20,100
1266,254,41,98,100
1267,254,42,40,100
1268,254,43,51,100
1269,254,44,50,100
1270,254,45,39,100
1271,255,6,95,100
1272,255,7,90,100
1273,255,8,43,100
1274,255,9,23,100
1275,255,10,60,100
1276,256,41,55,100
1277,256,42,45,100
1278,256,43,87,100
1279,256,44,94,100
1280,256,45,77,100
1281,257,31,22,100
1282,257,32,23,100
1283,257,33,68,100
1284,257,34,87,100
1285,257,35,99,100
1286,258,36,92,100
1287,258,37,36,100
1288,258,38,78,100
1289,258,39,38,100
1290,258,40,42,100
1291,259,1,65,100
1292,259,2,57,100
1293,259,3,97,100
1294,259,4,51,100
1295,259,5,20,100
1296,260,6,86,100
1297,260,7,70,100
1298,260,8,45,100
1299,260,9,53,100
1300,260,10,69,100
1301,261,26,73,100
1302,261,27,42,100
1303,261,28,67,100
1304,261,29,62,100
1305,261,30,50,100
1306,262,46,35,100
1307,262,47,71,100
1308,262,48,29,100
1309,262,49,68,100
1310,262,50,96,100
1311,263,6,97,100
1312,263,7,81,100
1313,263,8,71,100
1314,263,9,69,100
1315,263,10,65,100
1316,264,26,28,100
1317,264,27,60,100
1318,264,28,93,100
1319,264,29,95,100
1320,264,30,40,100
1321,265,16,22,100
1322,265,17,44,100
1323,265,18,78,100
1324,265,19,77,100
1325,265,20,25,100
1326,266,46,74,100
1327,266,47,95,100
1328,266,48,94,100
1329,266,49,51,100
1330,266,50,82,100
1331,267,6,32,100
1332,267,7,27,100
1333,267,8,77,100
1334,267,9,67,100
1335,267,10,33,100
1336,268,1,32,100
1337,268,2,22,100
1338,268,3,73,100
1339,268,4,36,100
1340,268,5,51,100
1341,269,6,52,100
1342,269,7,70,100
1343,269,8,87,100
1344,269,9,90,100
1345,269,10,92,100
1346,270,26,93,100
1347,270,27,41,100
1348,270,28,77,100
1349,270,29,77,100
1350,270,30,30,100
1351,271,56,98,100
1352,271,57,29,100
1353,271,58,52,100
1354,271,59,51,100
1355,271,60,63,100
1356,272,41,67,100
1357,272,42,30,100
1358,272,43,79,100
